,GeoName,GMP,Yr,POP,Region
1,United States Metropolitan Portion,9255978,2001,216.1349212,North East
2,"Abilene, TX (MSA)",3533,2001,0.132356798,North East
3,"Akron, OH (MSA)",20901,2001,0.632558562,North East
4,"Albany, GA (MSA)",4202,2001,0.143295594,North East
5,"Albany, OR (MSA)",2334,2001,0.092585981,North East
6,"Albany-Schenectady-Troy, NY (MSA)",28329,2001,0.739158796,North East
7,"Albuquerque, NM (MSA)",26471,2001,0.703772632,North East
8,"Alexandria, LA (MSA)",3309,2001,0.128136617,North East
9,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",22385,2001,0.674267297,North East
10,"Altoona, PA (MSA)",3153,2001,0.116059926,North East
11,"Amarillo, TX (MSA)",6312,2001,0.198853254,North East
12,"Ames, IA (MSA)",2580,2001,0.072032834,North East
13,"Anchorage, AK (MSA)",15590,2001,0.255917791,North East
14,"Ann Arbor, MI (MSA)",14952,2001,0.306669948,North East
15,"Anniston-Oxford-Jacksonville, AL (MSA)",2439,2001,0.09983218,North East
16,"Appleton, WI (MSA)",7454,2001,0.188142053,North East
17,"Asheville, NC (MSA)",9915,2001,0.341026347,North East
18,"Athens-Clarke County, GA (MSA)",4614,2001,0.151452486,North East
19,"Atlanta-Sandy Springs-Roswell, GA (MSA)",204759,2001,4.047580454,North East
20,"Atlantic City-Hammonton, NJ (MSA)",10652,2001,0.228834132,North East
21,"Auburn-Opelika, AL (MSA)",2231,2001,0.104948725,North East
22,"Augusta-Richmond County, GA-SC (MSA)",14492,2001,0.455265142,North East
23,"Austin-Round Rock, TX (MSA)",51998,2001,1.247403143,North East
24,"Bakersfield, CA (MSA)",15746,2001,0.549905707,North East
25,"Baltimore-Columbia-Towson, MD (MSA)",98230,2001,2.302841335,North East
26,"Bangor, ME (MSA)",4194,2001,0.131576471,North East
27,"Barnstable Town, MA (MSA)",6914,2001,0.199267948,North East
28,"Baton Rouge, LA (MSA)",22784,2001,0.591992101,North East
29,"Battle Creek, MI (MSA)",3962,2001,0.129515217,North East
30,"Bay City, MI (MSA)",2420,2001,0.102638052,North East
31,"Beaumont-Port Arthur, TX (MSA)",10398,2001,0.334383844,North East
32,"Beckley, WV (MSA)",2709,2001,0.106097991,North East
33,"Bellingham, WA (MSA)",4754,2001,0.145890873,North East
34,"Bend-Redmond, OR (MSA)",3922,2001,0.107797598,North East
35,"Billings, MT (MSA)",4474,2001,0.119414936,North East
36,"Binghamton, NY (MSA)",6000,2001,0.243101981,North East
37,"Birmingham-Hoover, AL (MSA)",40310,2001,0.931247979,North East
38,"Bismarck, ND (MSA)",3073,2001,0.088956434,North East
39,"Blacksburg-Christiansburg-Radford, VA (MSA)",4097,2001,0.156344209,North East
40,"Bloomington, IL (MSA)",6960,2001,0.150668918,North East
41,"Bloomington, IN (MSA)",3886,2001,0.130206065,North East
42,"Bloomsburg-Berwick, PA (MSA)",2166,2001,0.074076607,North East
43,"Boise City, ID (MSA)",17224,2001,0.466307497,North East
44,"Boston-Cambridge-Newton, MA-NH (MSA)",231512,2001,4.068823705,North East
45,"Boulder, CO (MSA)",14941,2001,0.286247988,North East
46,"Bowling Green, KY (MSA)",3419,2001,0.126125129,North East
47,"Bremerton-Silverdale, WA (MSA)",5955,2001,0.198347933,North East
48,"Bridgeport-Stamford-Norwalk, CT (MSA)",63769,2001,0.805733852,North East
49,"Brownsville-Harlingen, TX (MSA)",5074,2001,0.306493506,North East
50,"Brunswick, GA (MSA)",2379,2001,0.085189429,North East
51,"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",32908,2001,1.061206063,North East
52,"Burlington, NC (MSA)",3824,2001,0.121439233,North East
53,"Burlington-South Burlington, VT (MSA)",7719,2001,0.192301943,North East
54,"California-Lexington Park, MD (MSA)",2659,2001,0.075043039,North East
55,"Canton-Massillon, OH (MSA)",11117,2001,0.367043053,North East
56,"Cape Coral-Fort Myers, FL (MSA)",14316,2001,0.408678276,North East
57,"Cape Girardeau, MO-IL (MSA)",2463,2001,0.08386965,North East
58,"Carbondale-Marion, IL (MSA)",2675,2001,0.106705493,North East
59,"Carson City, NV (MSA)",1998,2001,0.047915967,North East
60,"Casper, WY (MSA)",2974,2001,0.046534917,North East
61,"Cedar Rapids, IA (MSA)",9424,2001,0.225762403,North East
62,"Chambersburg-Waynesboro, PA (MSA)",2637,2001,0.118123992,North East
63,"Champaign-Urbana, IL (MSA)",6172,2001,0.190906279,North East
64,"Charleston, WV (MSA)",8988,2001,0.199268374,North East
65,"Charleston-North Charleston, SC (MSA)",17429,2001,0.494061286,North East
66,"Charlotte-Concord-Gastonia, NC-SC (MSA)",81770,2001,1.621616262,North East
67,"Charlottesville, VA (MSA)",6112,2001,0.172645613,North East
68,"Chattanooga, TN-GA (MSA)",15940,2001,0.436198451,North East
69,"Cheyenne, WY (MSA)",2738,2001,0.06970291,North East
70,"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",403556,2001,8.277222849,North East
71,"Chico, CA (MSA)",4210,2001,0.183450259,North East
72,"Cincinnati, OH-KY-IN (MSA)",77488,2001,1.818454895,North East
73,"Clarksville, TN-KY (MSA)",5561,2001,0.191996962,North East
74,"Cleveland, TN (MSA)",2721,2001,0.097800302,North East
75,"Cleveland-Elyria, OH (MSA)",85188,2001,1.941783866,North East
76,"Coeur d'Alene, ID (MSA)",2505,2001,0.09978887,North East
77,"College Station-Bryan, TX (MSA)",4246,2001,0.163565623,North East
78,"Colorado Springs, CO (MSA)",17853,2001,0.499175171,North East
79,"Columbia, MO (MSA)",4520,2001,0.122799391,North East
80,"Columbia, SC (MSA)",22151,2001,0.590189705,North East
81,"Columbus, GA-AL (MSA)",8449,2001,0.248609681,North East
82,"Columbus, IN (MSA)",3001,2001,0.068506597,North East
83,"Columbus, OH (MSA)",72029,2001,1.553722039,North East
84,"Corpus Christi, TX (MSA)",10841,2001,0.331468232,North East
85,"Corvallis, OR (MSA)",2400,2001,0.085003896,North East
86,"Crestview-Fort Walton Beach-Destin, FL (MSA)",6508,2001,0.185815441,North East
87,"Cumberland, MD-WV (MSA)",1867,2001,0.090328511,North East
88,"Dallas-Fort Worth-Arlington, TX (MSA)",250548,2001,4.826956421,North East
89,"Dalton, GA (MSA)",4386,2001,0.119927814,North East
90,"Danville, IL (MSA)",1852,2001,0.075653595,North East
91,"Daphne-Fairhope-Foley, AL (MSA)",3251,2001,0.129274694,North East
92,"Davenport-Moline-Rock Island, IA-IL (MSA)",11773,2001,0.335241187,North East
93,"Dayton, OH (MSA)",27932,2001,0.739391693,North East
94,"Decatur, AL (MSA)",3516,2001,0.13306589,North East
95,"Decatur, IL (MSA)",4193,2001,0.104461995,North East
96,"Deltona-Daytona Beach-Ormond Beach, FL (MSA)",10123,2001,0.450151192,North East
97,"Denver-Aurora-Lakewood, CO (MSA)",110100,2001,1.988513221,North East
98,"Des Moines-West Des Moines, IA (MSA)",24043,2001,0.437415857,North East
99,"Detroit-Warren-Dearborn, MI (MSA)",183864,2001,4.169819023,North East
100,"Dothan, AL (MSA)",3197,2001,0.119715409,North East
101,"Dover, DE (MSA)",4097,2001,0.113672937,North East
102,"Dubuque, IA (MSA)",2906,2001,0.08154675,North East
103,"Duluth, MN-WI (MSA)",7118,2001,0.243342108,North East
104,"Durham-Chapel Hill, NC (MSA)",21023,2001,0.408388049,North East
105,"East Stroudsburg, PA (MSA)",3287,2001,0.128463673,North East
106,"Eau Claire, WI (MSA)",4247,2001,0.138073409,North East
107,"El Centro, CA (MSA)",2870,2001,0.129372521,North East
108,"Elizabethtown-Fort Knox, KY (MSA)",3405,2001,0.11965842,North East
109,"Elkhart-Goshen, IN (MSA)",7408,2001,0.183452614,North East
110,"Elmira, NY (MSA)",2097,2001,0.083201079,North East
111,"El Paso, TX (MSA)",18125,2001,0.614927905,North East
112,"Erie, PA (MSA)",7409,2001,0.251527702,North East
113,"Eugene, OR (MSA)",8183,2001,0.296883503,North East
114,"Evansville, IN-KY (MSA)",10929,2001,0.262665833,North East
115,"Fairbanks, AK (MSA)",3168,2001,0.071507573,North East
116,"Fargo, ND-MN (MSA)",6723,2001,0.160530086,North East
117,"Farmington, NM (MSA)",3542,2001,0.080068721,North East
118,"Fayetteville, NC (MSA)",9749,2001,0.284501124,North East
119,"Fayetteville-Springdale-Rogers, AR-MO (MSA)",10945,2001,0.325298698,North East
120,"Flagstaff, AZ (MSA)",2979,2001,0.104189983,North East
121,"Flint, MI (MSA)",11476,2001,0.424078933,North East
122,"Florence, SC (MSA)",5567,2001,0.176522814,North East
123,"Florence-Muscle Shoals, AL (MSA)",2714,2001,0.125799574,North East
124,"Fond du Lac, WI (MSA)",2972,2001,0.089927078,North East
125,"Fort Collins, CO (MSA)",8037,2001,0.240204429,North East
126,"Fort Smith, AR-OK (MSA)",6760,2001,0.232526142,North East
127,"Fort Wayne, IN (MSA)",14037,2001,0.366071196,North East
128,"Fresno, CA (MSA)",19943,2001,0.726865182,North East
129,"Gadsden, AL (MSA)",1952,2001,0.092947955,North East
130,"Gainesville, FL (MSA)",6504,2001,0.206870229,North East
131,"Gainesville, GA (MSA)",5104,2001,0.134266323,North East
132,"Gettysburg, PA (MSA)",1799,2001,0.083422212,North East
133,"Glens Falls, NY (MSA)",2674,2001,0.112169135,North East
134,"Goldsboro, NC (MSA)",2952,2001,0.100795575,North East
135,"Grand Forks, ND-MN (MSA)",2608,2001,0.084510693,North East
136,"Grand Island, NE (MSA)",2124,2001,0.070163848,North East
137,"Grand Junction, CO (MSA)",2903,2001,0.104431974,North East
138,"Grand Rapids-Wyoming, MI (MSA)",34297,2001,0.879229902,North East
139,"Grants Pass, OR (MSA)",1238,2001,0.0694842,North East
140,"Great Falls, MT (MSA)",2022,2001,0.068801252,North East
141,"Greeley, CO (MSA)",5078,2001,0.169492657,North East
142,"Green Bay, WI (MSA)",11399,2001,0.260792972,North East
143,"Greensboro-High Point, NC (MSA)",26179,2001,0.601428965,North East
144,"Greenville, NC (MSA)",4075,2001,0.123059733,North East
145,"Greenville-Anderson-Mauldin, SC (MSA)",24473,2001,0.681054155,North East
146,"Gulfport-Biloxi-Pascagoula, MS (MSA)",10372,2001,0.315239195,North East
147,"Hagerstown-Martinsburg, MD-WV (MSA)",5553,2001,0.191383767,North East
148,"Hammond, LA (MSA)",1715,2001,0.087804628,North East
149,"Hanford-Corcoran, CA (MSA)",2482,2001,0.115457971,North East
150,"Harrisburg-Carlisle, PA (MSA)",20860,2001,0.456664988,North East
151,"Harrisonburg, VA (MSA)",4653,2001,0.102360473,North East
152,"Hartford-West Hartford-East Hartford, CT (MSA)",58341,2001,1.042306112,North East
153,"Hattiesburg, MS (MSA)",3088,2001,0.111782805,North East
154,"Hickory-Lenoir-Morganton, NC (MSA)",10577,2001,0.323267826,North East
155,"Hilton Head Island-Bluffton-Beaufort, SC (MSA)",5434,2001,0.127301691,North East
156,"Hinesville, GA (MSA)",1749,2001,0.057162467,North East
157,"Homosassa Springs, FL (MSA)",1995,2001,0.107948704,North East
158,"Hot Springs, AR (MSA)",1940,2001,0.078951652,North East
159,"Houma-Thibodaux, LA (MSA)",5750,2001,0.160430792,North East
160,"Houston-The Woodlands-Sugar Land, TX (MSA)",232037,2001,3.839892103,North East
161,"Huntington-Ashland, WV-KY-OH (MSA)",8068,2001,0.31122941,North East
162,"Huntsville, AL (MSA)",11793,2001,0.326233091,North East
163,"Idaho Falls, ID (MSA)",2999,2001,0.095488267,North East
164,"Indianapolis-Carmel-Anderson, IN (MSA)",75622,2001,1.533230607,North East
165,"Iowa City, IA (MSA)",4982,2001,0.120544896,North East
166,"Ithaca, NY (MSA)",2692,2001,0.084980112,North East
167,"Jackson, MI (MSA)",4031,2001,0.146294549,North East
168,"Jackson, MS (MSA)",17217,2001,0.469652746,North East
169,"Jackson, TN (MSA)",3717,2001,0.111284093,North East
170,"Jacksonville, FL (MSA)",39918,2001,1.020868498,North East
171,"Jacksonville, NC (MSA)",3972,2001,0.120582878,North East
172,"Janesville-Beloit, WI (MSA)",4085,2001,0.144786276,North East
173,"Jefferson City, MO (MSA)",4317,2001,0.126324106,North East
174,"Johnson City, TN (MSA)",4000,2001,0.169204738,North East
175,"Johnstown, PA (MSA)",3072,2001,0.133102253,North East
176,"Jonesboro, AR (MSA)",2874,2001,0.099336375,North East
177,"Joplin, MO (MSA)",4160,2001,0.145175362,North East
178,"Kahului-Wailuku-Lahaina, HI (MSA)",4534,2001,0.118890287,North East
179,"Kalamazoo-Portage, MI (MSA)",9291,2001,0.289917933,North East
180,"Kankakee, IL (MSA)",2351,2001,0.093364044,North East
181,"Kansas City, MO-KS (MSA)",77733,2001,1.680168594,North East
182,"Kennewick-Richland, WA (MSA)",5985,2001,0.175549233,North East
183,"Killeen-Temple, TX (MSA)",8105,2001,0.279242033,North East
184,"Kingsport-Bristol-Bristol, TN-VA (MSA)",7525,2001,0.272723978,North East
185,"Kingston, NY (MSA)",3279,2001,0.159530992,North East
186,"Knoxville, TN (MSA)",22813,2001,0.694100466,North East
187,"Kokomo, IN (MSA)",3395,2001,0.091373974,North East
188,"La Crosse-Onalaska, WI-MN (MSA)",3918,2001,0.115170934,North East
189,"Lafayette, LA (MSA)",14280,2001,0.324560207,North East
190,"Lafayette-West Lafayette, IN (MSA)",5617,2001,0.166810204,North East
191,"Lake Charles, LA (MSA)",6939,2001,0.147159248,North East
192,"Lake Havasu City-Kingman, AZ (MSA)",2432,2001,0.140920153,North East
193,"Lakeland-Winter Haven, FL (MSA)",11257,2001,0.439109065,North East
194,"Lancaster, PA (MSA)",14851,2001,0.42956728,North East
195,"Lansing-East Lansing, MI (MSA)",14823,2001,0.412609603,North East
196,"Laredo, TX (MSA)",3762,2001,0.170087711,North East
197,"Las Cruces, NM (MSA)",3042,2001,0.160307757,North East
198,"Las Vegas-Henderson-Paradise, NV (MSA)",56412,2001,1.304444342,North East
199,"Lawrence, KS (MSA)",2648,2001,0.090868536,North East
200,"Lawton, OK (MSA)",2872,2001,0.101843972,North East
201,"Lebanon, PA (MSA)",2550,2001,0.107922803,North East
202,"Lewiston, ID-WA (MSA)",1440,2001,0.051098258,North East
203,"Lewiston-Auburn, ME (MSA)",2759,2001,0.093719216,North East
204,"Lexington-Fayette, KY (MSA)",16915,2001,0.389656761,North East
205,"Lima, OH (MSA)",3667,2001,0.099094717,North East
206,"Lincoln, NE (MSA)",10054,2001,0.244129859,North East
207,"Little Rock-North Little Rock-Conway, AR (MSA)",22172,2001,0.559094233,North East
208,"Logan, UT-ID (MSA)",1996,2001,0.095443026,North East
209,"Longview, TX (MSA)",5352,2001,0.163774901,North East
210,"Longview, WA (MSA)",2359,2001,0.08471898,North East
211,"Los Angeles-Long Beach-Anaheim, CA (MSA)",525167,2001,11.35177139,North East
212,"Louisville/Jefferson County, KY-IN (MSA)",42727,2001,1.037466006,North East
213,"Lubbock, TX (MSA)",6610,2001,0.234280853,North East
214,"Lynchburg, VA (MSA)",6321,2001,0.210125657,North East
215,"Macon, GA (MSA)",7073,2001,0.200510276,North East
216,"Madera, CA (MSA)",2115,2001,0.113807576,North East
217,"Madison, WI (MSA)",23841,2001,0.492430032,North East
218,"Manchester-Nashua, NH (MSA)",15255,2001,0.365994098,North East
219,"Manhattan, KS (MSA)",1773,2001,0.071781377,North East
220,"Mankato-North Mankato, MN (MSA)",2588,2001,0.079812496,North East
221,"Mansfield, OH (MSA)",3447,2001,0.123645886,North East
222,"McAllen-Edinburg-Mission, TX (MSA)",8069,2001,0.519474667,North East
223,"Medford, OR (MSA)",4612,2001,0.163175771,North East
224,"Memphis, TN-MS-AR (MSA)",48105,2001,1.113773703,North East
225,"Merced, CA (MSA)",3841,2001,0.199667308,North East
226,"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",182118,2001,4.62451436,North East
227,"Michigan City-La Porte, IN (MSA)",2743,2001,0.098900306,North East
228,"Midland, MI (MSA)",2724,2001,0.0741285,North East
229,"Midland, TX (MSA)",5385,2001,0.075659651,North East
230,"Milwaukee-Waukesha-West Allis, WI (MSA)",63540,2001,1.381935231,North East
231,"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",146155,2001,2.809376442,North East
232,"Missoula, MT (MSA)",3129,2001,0.087066615,North East
233,"Mobile, AL (MSA)",10694,2001,0.353883318,North East
234,"Modesto, CA (MSA)",10612,2001,0.420011082,North East
235,"Monroe, LA (MSA)",4782,2001,0.154857513,North East
236,"Monroe, MI (MSA)",3302,2001,0.139049143,North East
237,"Montgomery, AL (MSA)",10666,2001,0.309455421,North East
238,"Morgantown, WV (MSA)",3158,2001,0.097604698,North East
239,"Morristown, TN (MSA)",2689,2001,0.097325274,North East
240,"Mount Vernon-Anacortes, WA (MSA)",3172,2001,0.08638109,North East
241,"Muncie, IN (MSA)",3127,2001,0.111293021,North East
242,"Muskegon, MI (MSA)",4099,2001,0.153981968,North East
243,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",9218,2001,0.24988479,North East
244,"Napa, CA (MSA)",5114,2001,0.114681676,North East
245,"Naples-Immokalee-Marco Island, FL (MSA)",9792,2001,0.234314429,North East
246,"Nashville-Davidson--Murfreesboro--Franklin, TN (MSA)",56650,2001,1.298805512,North East
247,"New Bern, NC (MSA)",3149,2001,0.100491448,North East
248,"New Haven-Milford, CT (MSA)",29458,2001,0.750579662,North East
249,"New Orleans-Metairie, LA (MSA)",51834,2001,1.063916256,North East
250,"New York-Newark-Jersey City, NY-NJ-PA (MSA)",929312,2001,17.29306463,North East
251,"Niles-Benton Harbor, MI (MSA)",4483,2001,0.149732799,North East
252,"North Port-Sarasota-Bradenton, FL (MSA)",16561,2001,0.54300141,North East
253,"Norwich-New London, CT (MSA)",9409,2001,0.2309864,North East
254,"Ocala, FL (MSA)",4721,2001,0.238049617,North East
255,"Ocean City, NJ (MSA)",2877,2001,0.090156999,North East
256,"Odessa, TX (MSA)",3019,2001,0.097835245,North East
257,"Ogden-Clearfield, UT (MSA)",12145,2001,0.437342456,North East
258,"Oklahoma City, OK (MSA)",36993,2001,0.936436817,North East
259,"Olympia-Tumwater, WA (MSA)",5932,2001,0.187088025,North East
260,"Omaha-Council Bluffs, NE-IA (MSA)",31859,2001,0.695611354,North East
261,"Orlando-Kissimmee-Sanford, FL (MSA)",65085,2001,1.546733525,North East
262,"Oshkosh-Neenah, WI (MSA)",5838,2001,0.150088696,North East
263,"Owensboro, KY (MSA)",3099,2001,0.098848522,North East
264,"Oxnard-Thousand Oaks-Ventura, CA (MSA)",24421,2001,0.699101111,North East
265,"Palm Bay-Melbourne-Titusville, FL (MSA)",11998,2001,0.450950913,North East
266,"Panama City, FL (MSA)",4164,2001,0.144880136,North East
267,"Parkersburg-Vienna, WV (MSA)",2598,2001,0.083370772,North East
268,"Pensacola-Ferry Pass-Brent, FL (MSA)",9727,2001,0.363911856,North East
269,"Peoria, IL (MSA)",11437,2001,0.330893415,North East
270,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",240852,2001,5.147180134,North East
271,"Phoenix-Mesa-Scottsdale, AZ (MSA)",128259,2001,3.119442553,North East
272,"Pine Bluff, AR (MSA)",2410,2001,0.096612548,North East
273,"Pittsburgh, PA (MSA)",85104,2001,2.142598187,North East
274,"Pittsfield, MA (MSA)",4201,2001,0.119819743,North East
275,"Pocatello, ID (MSA)",1659,2001,0.071097969,North East
276,"Portland-South Portland, ME (MSA)",18518,2001,0.442485066,North East
277,"Portland-Vancouver-Hillsboro, OR-WA (MSA)",77620,2001,1.88260975,North East
278,"Port St. Lucie, FL (MSA)",6567,2001,0.292738376,North East
279,"Prescott, AZ (MSA)",2907,2001,0.149660214,North East
280,"Providence-Warwick, RI-MA (MSA)",48773,2001,1.436443423,North East
281,"Provo-Orem, UT (MSA)",8613,2001,0.355072763,North East
282,"Pueblo, CO (MSA)",3151,2001,0.124683444,North East
283,"Punta Gorda, FL (MSA)",2325,2001,0.128552472,North East
284,"Racine, WI (MSA)",5527,2001,0.174111643,North East
285,"Raleigh, NC (MSA)",35590,2001,0.760746425,North East
286,"Rapid City, SD (MSA)",3604,2001,0.10852153,North East
287,"Reading, PA (MSA)",10769,2001,0.339544709,North East
288,"Redding, CA (MSA)",3857,2001,0.146810292,North East
289,"Reno, NV (MSA)",14487,2001,0.318731849,North East
290,"Richmond, VA (MSA)",46684,2001,0.958879349,North East
291,"Riverside-San Bernardino-Ontario, CA (MSA)",76098,2001,3.006043848,North East
292,"Roanoke, VA (MSA)",9871,2001,0.261372663,North East
293,"Rochester, MN (MSA)",6473,2001,0.178871449,North East
294,"Rochester, NY (MSA)",35041,2001,0.97923653,North East
295,"Rockford, IL (MSA)",9905,2001,0.299118198,North East
296,"Rocky Mount, NC (MSA)",4940,2001,0.132645937,North East
297,"Rome, GA (MSA)",2686,2001,0.084058334,North East
298,"Sacramento--Roseville--Arden-Arcade, CA (MSA)",63611,2001,1.675075708,North East
299,"Saginaw, MI (MSA)",6413,2001,0.197700228,North East
300,"St. Cloud, MN (MSA)",5286,2001,0.153475408,North East
301,"St. George, UT (MSA)",1985,2001,0.084156527,North East
302,"St. Joseph, MO-KS (MSA)",3040,2001,0.112630136,North East
303,"St. Louis, MO-IL (MSA)",99086,2001,2.41873749,North East
304,"Salem, OR (MSA)",8653,2001,0.316345556,North East
305,"Salinas, CA (MSA)",13321,2001,0.364429732,North East
306,"Salisbury, MD-DE (MSA)",8833,2001,0.286413748,North East
307,"Salt Lake City, UT (MSA)",41632,2001,0.858427152,North East
308,"San Angelo, TX (MSA)",2692,2001,0.090551314,North East
309,"San Antonio-New Braunfels, TX (MSA)",51498,2001,1.532222553,North East
310,"San Diego-Carlsbad, CA (MSA)",114475,2001,2.587531927,North East
311,"San Francisco-Oakland-Hayward, CA (MSA)",239016,2001,3.763083318,North East
312,"San Jose-Sunnyvale-Santa Clara, CA (MSA)",118251,2001,1.761994874,North East
313,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",6912,2001,0.222215078,North East
314,"Santa Cruz-Watsonville, CA (MSA)",8855,2001,0.232085758,North East
315,"Santa Fe, NM (MSA)",4622,2001,0.113303753,North East
316,"Santa Maria-Santa Barbara, CA (MSA)",13830,2001,0.36050361,North East
317,"Santa Rosa, CA (MSA)",16179,2001,0.42509196,North East
318,"Savannah, GA (MSA)",8982,2001,0.264565538,North East
319,"Scranton--Wilkes-Barre--Hazleton, PA (MSA)",14789,2001,0.506871851,North East
320,"Seattle-Tacoma-Bellevue, WA (MSA)",157757,2001,2.819405226,North East
321,"Sebastian-Vero Beach, FL (MSA)",2686,2001,0.102797658,North East
322,"Sebring, FL (MSA)",1205,2001,0.079427856,North East
323,"Sheboygan, WI (MSA)",4049,2001,0.103414809,North East
324,"Sherman-Denison, TX (MSA)",2397,2001,0.104791466,North East
325,"Shreveport-Bossier City, LA (MSA)",13624,2001,0.323925914,North East
326,"Sierra Vista-Douglas, AZ (MSA)",2406,2001,0.10156184,North East
327,"Sioux City, IA-NE-SD (MSA)",5443,2001,0.154140236,North East
328,"Sioux Falls, SD (MSA)",9877,2001,0.176145382,North East
329,"South Bend-Mishawaka, IN-MI (MSA)",9245,2001,0.290513151,North East
330,"Spartanburg, SC (MSA)",8634,2001,0.270548053,North East
331,"Spokane-Spokane Valley, WA (MSA)",13467,2001,0.42369042,North East
332,"Springfield, IL (MSA)",7289,2001,0.178879945,North East
333,"Springfield, MA (MSA)",16177,2001,0.542888784,North East
334,"Springfield, MO (MSA)",10536,2001,0.340629142,North East
335,"Springfield, OH (MSA)",3358,2001,0.133635785,North East
336,"State College, PA (MSA)",3851,2001,0.122913408,North East
337,"Staunton-Waynesboro, VA (MSA)",3438,2001,0.100055295,North East
338,"Stockton-Lodi, CA (MSA)",13524,2001,0.528508343,North East
339,"Sumter, SC (MSA)",2326,2001,0.092338229,North East
340,"Syracuse, NY (MSA)",19989,2001,0.592740859,North East
341,"Tallahassee, FL (MSA)",9607,2001,0.286613562,North East
342,"Tampa-St. Petersburg-Clearwater, FL (MSA)",77491,2001,2.212764135,North East
343,"Terre Haute, IN (MSA)",4039,2001,0.155030131,North East
344,"Texarkana, TX-AR (MSA)",3310,2001,0.128643607,North East
345,"The Villages, FL (MSA)",608,2001,0.048484848,North East
346,"Toledo, OH (MSA)",21293,2001,0.568116329,North East
347,"Topeka, KS (MSA)",7190,2001,0.200837989,North East
348,"Trenton, NJ (MSA)",16913,2001,0.315935965,North East
349,"Tucson, AZ (MSA)",22622,2001,0.774116278,North East
350,"Tulsa, OK (MSA)",30943,2001,0.743161131,North East
351,"Tuscaloosa, AL (MSA)",5277,2001,0.180886436,North East
352,"Tyler, TX (MSA)",5565,2001,0.150617083,North East
353,"Urban Honolulu, HI (MSA)",31956,2001,0.770543981,North East
354,"Utica-Rome, NY (MSA)",6623,2001,0.266422624,North East
355,"Valdosta, GA (MSA)",3076,2001,0.105686308,North East
356,"Vallejo-Fairfield, CA (MSA)",9072,2001,0.346299195,North East
357,"Victoria, TX (MSA)",2304,2001,0.075921837,North East
358,"Vineland-Bridgeton, NJ (MSA)",3627,2001,0.131075856,North East
359,"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",52342,2001,1.388824029,North East
360,"Visalia-Porterville, CA (MSA)",7278,2001,0.341529798,North East
361,"Waco, TX (MSA)",5543,2001,0.210081486,North East
362,"Walla Walla, WA (MSA)",1569,2001,0.053293027,North East
363,"Warner Robins, GA (MSA)",4011,2001,0.127706317,North East
364,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",264309,2001,4.441123097,North East
365,"Waterloo-Cedar Falls, IA (MSA)",5135,2001,0.150529124,North East
366,"Watertown-Fort Drum, NY (MSA)",2732,2001,0.093424067,North East
367,"Wausau, WI (MSA)",4429,2001,0.115639687,North East
368,"Weirton-Steubenville, WV-OH (MSA)",2837,2001,0.110587043,North East
369,"Wenatchee, WA (MSA)",2407,2001,0.088750415,North East
370,"Wheeling, WV-OH (MSA)",3476,2001,0.1298711,North East
371,"Wichita, KS (MSA)",20816,2001,0.517514855,North East
372,"Wichita Falls, TX (MSA)",4043,2001,0.118995762,North East
373,"Williamsport, PA (MSA)",2922,2001,0.107363316,North East
374,"Wilmington, NC (MSA)",7127,2001,0.184503469,North East
375,"Winchester, VA-WV (MSA)",3422,2001,0.097534559,North East
376,"Winston-Salem, NC (MSA)",22417,2001,0.531007201,North East
377,"Worcester, MA-CT (MSA)",25244,2001,0.798279733,North East
378,"Yakima, WA (MSA)",5077,2001,0.201908928,North East
379,"York-Hanover, PA (MSA)",10449,2001,0.350825947,North East
380,"Youngstown-Warren-Boardman, OH-PA (MSA)",14702,2001,0.537648565,North East
381,"Yuba City, CA (MSA)",2955,2001,0.12313013,North East
382,"Yuma, AZ (MSA)",3056,2001,0.145281673,North East
383,United States Metropolitan Portion,9580071,2002,222.2444903,North East
384,"Abilene, TX (MSA)",3738,2002,0.135400442,North East
385,"Akron, OH (MSA)",22033,2002,0.645088567,North East
386,"Albany, GA (MSA)",4266,2002,0.14559727,North East
387,"Albany, OR (MSA)",2512,2002,0.094333246,North East
388,"Albany-Schenectady-Troy, NY (MSA)",29397,2002,0.762093638,North East
389,"Albuquerque, NM (MSA)",26349,2002,0.72747101,North East
390,"Alexandria, LA (MSA)",3487,2002,0.131525347,North East
391,"Allentown-Bethlehem-Easton, PA-NJ (MSA)",23615,2002,0.694334186,North East
392,"Altoona, PA (MSA)",3219,2002,0.117383218,North East
393,"Amarillo, TX (MSA)",6593,2002,0.203393491,North East
394,"Ames, IA (MSA)",2639,2002,0.075108151,North East
395,"Anchorage, AK (MSA)",15893,2002,0.261587333,North East
396,"Ann Arbor, MI (MSA)",16142,2002,0.314438211,North East
397,"Anniston-Oxford-Jacksonville, AL (MSA)",2601,2002,0.102132171,North East
